Mes.Base,Ano.Exec,Veiculo,CO.Cliente,CO.Fabrica,rota,cod_rota,Qtd.Transp,Vlr.Frete,km_api,custo/km,custo/unid,qtd_max_veiculo,num_viagens,qtd_max_transp,taxa_ocupacao
4,2023,P24,2324,3403208,ARARAQUARA - SAO PAULO,3403208-2324,133800,32418.13,275.424,2.615614067361192,0.24339276543209876,3600.0,45.0,162000.0,0.825925925925926
4,2023,P24,2324,3423909,ITU - SAO PAULO,3423909-2324,96600,657.18,100.893,0.19738282591007755,0.006638181818181817,3600.0,33.0,118800.0,0.8131313131313131
4,2023,P24,2324,3424402,JACAREI - SAO PAULO,3424402-2324,65400,0.0,103.648,0.0,0.0,3600.0,22.0,79200.0,0.8257575757575758
4,2023,P24,2325,3403208,ARARAQUARA - SAO PAULO,3403208-2325,126600,0.0,285.412,0.0,0.0,3600.0,42.0,151200.0,0.8373015873015873
4,2023,P24,2325,3423909,ITU - SAO PAULO,3423909-2325,90600,0.0,105.662,0.0,0.0,3600.0,30.0,108000.0,0.8388888888888889
4,2023,P24,2325,3424402,JACAREI - SAO PAULO,3424402-2325,87600,0.0,105.667,0.0,0.0,3600.0,29.0,104400.0,0.8390804597701149
4,2023,P24,2326,3403208,ARARAQUARA - COTIA,3403208-2326,63600,27849.8,270.955,4.67199350445646,0.447539595959596,3600.0,22.0,79200.0,0.803030303030303
4,2023,P24,2326,3423909,ITU - COTIA,3423909-2326,31200,4247.05,91.205,4.23327070385894,0.14608696969696972,3600.0,11.0,39600.0,0.7878787878787878
4,2023,P24,2326,3424402,JACAREI - COTIA,3424402-2326,111600,19839.920000000002,107.828,4.841999832091264,0.18657774122807017,3600.0,38.0,136800.0,0.8157894736842105
4,2023,P24,2327,3403208,ARARAQUARA - SAO PAULO,3403208-2327,149400,41989.71,277.216,3.0293857497402747,0.2893777,3600.0,50.0,180000.0,0.83
4,2023,P24,2327,3423909,ITU - SAO PAULO,3423909-2327,58800,0.0,106.977,0.0,0.0,3600.0,19.0,68400.0,0.8596491228070176
4,2023,P24,2327,3424402,JACAREI - SAO PAULO,3424402-2327,109200,0.0,105.44,0.0,0.0,3600.0,35.0,126000.0,0.8666666666666667
4,2023,P24,2328,3403208,ARARAQUARA - SAO PAULO,3403208-2328,68400,34602.2,284.644,5.285351099130386,0.5263521739130435,3600.0,23.0,82800.0,0.8260869565217391
4,2023,P24,2328,3423909,ITU - SAO PAULO,3423909-2328,137400,26846.920000000002,108.67800000000001,5.489595154697568,0.20074462962962963,3600.0,45.0,162000.0,0.8481481481481481
4,2023,P24,2328,3424402,JACAREI - SAO PAULO,3424402-2328,57000,9274.18,120.638,3.660767080419263,0.1631486507936508,3000.0,21.0,63000.0,0.9047619047619048
4,2023,P24,2329,3403208,ARARAQUARA - SAO BERNARDO DO CAMPO,3403208-2329,88800,0.0,291.699,0.0,0.0,3600.0,31.0,111600.0,0.7956989247311828
4,2023,P24,2329,3423909,ITU - SAO BERNARDO DO CAMPO,3423909-2329,146400,18384.9,115.733,3.309503339583351,0.1273609375,3600.0,48.0,172800.0,0.8472222222222222
4,2023,P24,2329,3424402,JACAREI - SAO BERNARDO DO CAMPO,3424402-2329,60000,0.0,113.122,0.0,0.0,3600.0,20.0,72000.0,0.8333333333333334
4,2023,P24,2330,3403208,ARARAQUARA - MAUA,3403208-2330,54000,0.0,303.713,0.0,0.0,3600.0,18.0,64800.0,0.8333333333333334
4,2023,P24,2330,3423909,ITU - MAUA,3423909-2330,180600,33477.17,161.745,3.449583191649407,0.18810062500000002,3600.0,60.0,216000.0,0.8361111111111111
4,2023,P24,2330,3424402,JACAREI - MAUA,3424402-2330,80400,0.0,95.012,0.0,0.0,3600.0,25.0,90000.0,0.8933333333333333
4,2023,P24,2331,3403208,ARARAQUARA - OSASCO,3403208-2331,74400,29272.7,269.467,4.345274189418371,0.4057506666666667,3600.0,25.0,90000.0,0.8266666666666667
4,2023,P24,2331,3423909,ITU - OSASCO,3423909-2331,57000,10523.43,88.048,5.975961975286207,0.18399783333333336,3000.0,20.0,60000.0,0.95
4,2023,P24,2331,3424402,JACAREI - OSASCO,3424402-2331,202200,29058.24,100.014,4.336443644158474,0.1454003233830846,3600.0,67.0,241200.0,0.8383084577114428
4,2023,P24,2332,3403208,ARARAQUARA - SAO PAULO,3403208-2332,124800,0.0,264.892,0.0,0.0,3600.0,42.0,151200.0,0.8253968253968254
4,2023,P24,2332,3423909,ITU - SAO PAULO,3423909-2332,123000,0.0,94.751,0.0,0.0,3600.0,42.0,151200.0,0.8134920634920635
4,2023,P24,2332,3424402,JACAREI - SAO PAULO,3424402-2332,104400,0.0,91.551,0.0,0.0,3600.0,36.0,129600.0,0.8055555555555556
4,2023,P24,2333,3403208,ARARAQUARA - SAO PAULO,3403208-2333,90600,0.0,285.391,0.0,0.0,3600.0,31.0,111600.0,0.8118279569892473
4,2023,P24,2333,3423909,ITU - SAO PAULO,3423909-2333,112200,0.0,117.496,0.0,0.0,3600.0,38.0,136800.0,0.8201754385964912
4,2023,P24,2333,3424402,JACAREI - SAO PAULO,3424402-2333,82800,0.0,75.63,0.0,0.0,3600.0,27.0,97200.0,0.8518518518518519
4,2023,P24,2334,3403208,ARARAQUARA - SANTANA DE PARNAIBA,3403208-2334,70200,30878.7,257.469,5.214422605878935,0.45095314009661835,3600.0,23.0,82800.0,0.8478260869565217
4,2023,P24,2334,3423909,ITU - SANTANA DE PARNAIBA,3423909-2334,70800,11402.0,86.429,5.0739735683446705,0.16604256410256413,3600.0,26.0,93600.0,0.7564102564102564
4,2023,P24,2334,3424402,JACAREI - SANTANA DE PARNAIBA,3424402-2334,73800,12830.17,107.49700000000001,4.774149976278408,0.1783266666666667,3600.0,25.0,90000.0,0.82
4,2023,P24,2335,3403208,ARARAQUARA - SANTANA DE PARNAIBA,3403208-2335,88800,42834.240000000005,258.345,5.921516908452982,0.49863293650793655,3600.0,28.0,100800.0,0.8809523809523809
4,2023,P24,2335,3423909,ITU - SANTANA DE PARNAIBA,3423909-2335,72000,12971.480000000001,84.40200000000002,5.91103382530126,0.18285358974358978,3600.0,26.0,93600.0,0.7692307692307693
4,2023,P24,2335,3424402,JACAREI - SANTANA DE PARNAIBA,3424402-2335,57600,11263.7,108.166,5.480708501649998,0.2024892543859649,3600.0,19.0,68400.0,0.8421052631578947
4,2023,P24,2337,3423909,ITU - SAO CARLOS,3423909-2337,64800,17382.38,167.068,4.954463936555061,0.26963515873015875,3600.0,21.0,75600.0,0.8571428571428571
4,2023,P24,2337,3424402,JACAREI - SAO CARLOS,3424402-2337,92400,43430.6,281.319,4.9800656790838636,0.4807283154121864,3600.0,31.0,111600.0,0.8279569892473119
4,2023,P24,2338,3423909,ITU - SAO CARLOS,3423909-2338,107400,24827.8,164.406,4.441622640078257,0.23793766339869282,3600.0,34.0,122400.0,0.8774509803921569
4,2023,P24,2338,3424402,JACAREI - SAO CARLOS,3424402-2338,100200,48181.48,278.657,5.239577144966208,0.4969091582491582,3600.0,33.0,118800.0,0.8434343434343434
4,2023,P24,2339,3403208,ARARAQUARA - TAUBATE,3403208-2339,73800,0.0,374.642,0.0,0.0,3600.0,24.0,86400.0,0.8541666666666666
4,2023,P24,2339,3423909,ITU - TAUBATE,3423909-2339,91800,0.0,230.919,0.0,0.0,3600.0,30.0,108000.0,0.85
4,2023,P24,2340,3403208,ARARAQUARA - TAUBATE,3403208-2340,67200,44671.39,377.221,5.14879698592095,0.7054954830917874,3600.0,23.0,82800.0,0.8115942028985508
4,2023,P24,2340,3423909,ITU - TAUBATE,3423909-2340,144000,60328.74,233.498,4.968642459134883,0.4216681303418804,3600.0,52.0,187200.0,0.7692307692307693
4,2023,P24,2341,3403208,ARARAQUARA - CACAPAVA,3403208-2341,69600,42515.64,359.068,4.933564115989172,0.6142164351851852,3600.0,24.0,86400.0,0.8055555555555556
4,2023,P24,2341,3423909,ITU - CACAPAVA,3423909-2341,99000,37179.52,215.345,5.395342357612203,0.3848154861111111,3600.0,32.0,115200.0,0.859375
4,2023,P24,2342,3403208,ARARAQUARA - CACAPAVA,3403208-2342,75600,37634.45,353.27299999999997,4.438782707235858,0.517501736111111,3600.0,24.0,86400.0,0.875
4,2023,P24,2342,3423909,ITU - CACAPAVA,3423909-2342,75600,26866.56,209.55,4.931182203623148,0.3729661324786325,3600.0,26.0,93600.0,0.8076923076923077
4,2023,P24,2343,3403208,ARARAQUARA - PINDAMONHANGABA,3403208-2343,62400,46199.54,383.387,5.738269934134687,0.7686464153439154,3600.0,21.0,75600.0,0.8253968253968254
4,2023,P24,2343,3423909,ITU - PINDAMONHANGABA,3423909-2343,141600,61485.09,239.664,5.2356538950449,0.4430373299319728,3600.0,49.0,176400.0,0.8027210884353742
4,2023,P24,2344,3403208,ARARAQUARA - SOROCABA,3403208-2344,58200,26995.03,241.89299999999997,5.579952706361904,0.4733590416666667,3600.0,20.0,72000.0,0.8083333333333333
4,2023,P24,2344,3424402,JACAREI - SOROCABA,3424402-2344,82800,23920.76,178.023,4.976627031754739,0.2955437037037037,3600.0,27.0,97200.0,0.8518518518518519
4,2023,P24,2345,3403208,ARARAQUARA - SOROCABA,3403208-2345,39000,12252.21,244.434,3.855755305349061,0.3278026282051282,3600.0,13.0,46800.0,0.8333333333333334
4,2023,P24,2345,3424402,JACAREI - SOROCABA,3424402-2345,43800,11269.39,180.564,4.458011722001221,0.2645515873015873,3600.0,14.0,50400.0,0.8690476190476191
4,2023,P24,2346,3403208,ARARAQUARA - SOROCABA,3403208-2346,82200,0.0,238.558,0.0,0.0,3600.0,28.0,100800.0,0.8154761904761905
4,2023,P24,2346,3424402,JACAREI - SOROCABA,3424402-2346,64800,0.0,174.688,0.0,0.0,3600.0,23.0,82800.0,0.782608695652174
4,2023,P24,2347,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2347,45000,6217.4400000000005,85.682,4.535258280619034,0.14835854166666668,3600.0,16.0,57600.0,0.78125
4,2023,P24,2347,3423909,ITU - RIBEIRAO PRETO,3423909-2347,85800,42797.520000000004,263.19,5.807526338929508,0.5138369047619048,3600.0,28.0,100800.0,0.8511904761904762
4,2023,P24,2347,3424402,JACAREI - RIBEIRAO PRETO,3424402-2347,84600,54684.38,357.812,5.269997305462278,0.6638494252873564,3600.0,29.0,104400.0,0.8103448275862069
4,2023,P24,2348,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2348,76200,11976.16,96.021,4.988975328313598,0.16214479999999998,3600.0,25.0,90000.0,0.8466666666666667
4,2023,P24,2348,3423909,ITU - RIBEIRAO PRETO,3423909-2348,61800,29385.79,273.529,5.115813435991552,0.49132585978835985,3600.0,21.0,75600.0,0.8174603174603174
4,2023,P24,2348,3424402,JACAREI - RIBEIRAO PRETO,3424402-2348,100800,55635.17,368.151,4.579409650997125,0.5640973063973064,3600.0,33.0,118800.0,0.8484848484848485
4,2023,P24,2349,3403208,ARARAQUARA - RIBEIRAO PRETO,3403208-2349,76800,0.0,90.21800000000002,0.0,0.0,3600.0,25.0,90000.0,0.8533333333333334
4,2023,P24,2349,3423909,ITU - RIBEIRAO PRETO,3423909-2349,85200,0.0,267.641,0.0,0.0,3600.0,29.0,104400.0,0.8160919540229885
4,2023,P24,2349,3424402,JACAREI - RIBEIRAO PRETO,3424402-2349,96000,0.0,362.263,0.0,0.0,3600.0,31.0,111600.0,0.8602150537634409
4,2023,P24,2350,3403208,ARARAQUARA - BAURU,3403208-2350,113400,27407.24,124.481,5.950596606841335,0.25007072072072073,3600.0,37.0,133200.0,0.8513513513513513
4,2023,P24,2350,3423909,ITU - BAURU,3423909-2350,100800,41023.92,251.819,4.93667710104913,0.4157573063973064,3600.0,33.0,118800.0,0.8484848484848485
4,2023,P24,2350,3424402,JACAREI - BAURU,3424402-2350,99000,67280.16,401.828,5.232350657495247,0.6993089149305556,3600.0,32.0,115200.0,0.859375
4,2023,P24,2351,3403208,ARARAQUARA - BAURU,3403208-2351,120000,0.0,124.483,0.0,0.0,3600.0,41.0,147600.0,0.8130081300813008
4,2023,P24,2351,3423909,ITU - BAURU,3423909-2351,98400,0.0,250.233,0.0,0.0,3600.0,34.0,122400.0,0.803921568627451
4,2023,P24,2351,3424402,JACAREI - BAURU,3424402-2351,88800,0.0,403.211,0.0,0.0,3600.0,29.0,104400.0,0.8505747126436781
5,2023,P12,2301,3403208,ARARAQUARA - VALINHOS,3403208-2301,61200,0.0,193.55,0.0,0.0,1800.0,39.0,70200.0,0.8717948717948718
5,2023,P12,2301,3424402,JACAREI - VALINHOS,3424402-2301,198000,57148.31,145.62,3.190635946326501,0.2868707859078591,1800.0,123.0,221400.0,0.8943089430894309
5,2023,P12,2302,3403208,ARARAQUARA - CAMPINAS,3403208-2302,62400,0.0,182.669,0.0,0.0,1800.0,39.0,70200.0,0.8888888888888888
5,2023,P12,2302,3424402,JACAREI - CAMPINAS,3424402-2302,108900,20012.989999999998,141.311,2.05251773275494,0.18550666666666665,1800.0,69.0,124200.0,0.8768115942028986
5,2023,P12,2303,3403208,ARARAQUARA - CAMPINAS,3403208-2303,57300,0.0,187.278,0.0,0.0,1800.0,36.0,64800.0,0.8842592592592593
5,2023,P12,2303,3424402,JACAREI - CAMPINAS,3424402-2303,139200,20805.36,141.46,1.7101851456077648,0.14890108527131782,1800.0,86.0,154800.0,0.8992248062015504
5,2023,P12,2304,3403208,ARARAQUARA - CAMPINAS,3403208-2304,40200,20850.620000000003,178.496,4.672512549300825,0.5192097777777778,1800.0,25.0,45000.0,0.8933333333333333
5,2023,P12,2304,3424402,JACAREI - CAMPINAS,3424402-2304,54300,25303.91,146.051,5.0957038778154455,0.46744869281045753,1800.0,34.0,61200.0,0.8872549019607843
5,2023,P12,2305,3403208,ARARAQUARA - CAMPINAS,3403208-2305,73200,38199.07,180.193,4.608472944106548,0.5199092512077295,1800.0,46.0,82800.0,0.8840579710144928
5,2023,P12,2305,3423909,ITU - CAMPINAS,3423909-2305,86700,22561.9,71.375,5.747339595605796,0.264277797979798,1800.0,55.0,99000.0,0.8757575757575757
5,2023,P12,2305,3424402,JACAREI - CAMPINAS,3424402-2305,116100,50687.299999999996,147.748,4.764804110903551,0.43569574074074074,1800.0,72.0,129600.0,0.8958333333333334
5,2023,P12,2306,3403208,ARARAQUARA - VALINHOS,3403208-2306,57000,33540.27,194.211,4.797226555996656,0.5913041666666667,1800.0,36.0,64800.0,0.8796296296296297
5,2023,P12,2306,3424402,JACAREI - VALINHOS,3424402-2306,60000,24021.0,138.681,4.558170037332932,0.40040631578947367,1800.0,38.0,68400.0,0.8771929824561403
5,2023,P12,2307,3403208,ARARAQUARA - CAMPINAS,3403208-2307,49200,0.0,183.626,0.0,0.0,1800.0,31.0,55800.0,0.8817204301075269
5,2023,P12,2307,3424402,JACAREI - CAMPINAS,3424402-2307,181500,54713.8,146.178,3.283295803986152,0.302083820662768,1800.0,114.0,205200.0,0.8845029239766082
5,2023,P12,2308,3403208,ARARAQUARA - CAMPINAS,3403208-2308,51600,27648.149999999998,195.864,4.4112480471143245,0.5387381944444445,1800.0,32.0,57600.0,0.8958333333333334
5,2023,P12,2308,3423909,ITU - CAMPINAS,3423909-2308,78600,20870.06,72.623,5.747506988144251,0.2681477111111111,1800.0,50.0,90000.0,0.8733333333333333
5,2023,P12,2308,3424402,JACAREI - CAMPINAS,3424402-2308,65100,22774.04,137.757,4.032204463249799,0.35083252032520323,1800.0,41.0,73800.0,0.8821138211382114
5,2023,P12,2309,3424402,JACAREI - AMERICANA,3424402-2309,210600,118045.71,175.727,5.050798848915125,0.5602930576441103,1800.0,133.0,239400.0,0.8796992481203008
5,2023,P12,2310,3423909,ITU - SAO PAULO,3423909-2310,59700,20274.739999999998,101.813,5.382082307229391,0.3406992192192192,1800.0,37.0,66600.0,0.8963963963963963
5,2023,P12,2311,3403208,ARARAQUARA - PIRACICABA,3403208-2311,62400,18409.68,138.038,3.4196603610822884,0.29421948717948715,1800.0,39.0,70200.0,0.8888888888888888
5,2023,P12,2311,3423909,ITU - PIRACICABA,3423909-2311,79200,21751.11,71.15,5.994270596502831,0.2762107843137255,1800.0,51.0,91800.0,0.8627450980392157
5,2023,P12,2311,3424402,JACAREI - PIRACICABA,3424402-2311,192300,116775.23,208.774,4.700319262846488,0.6137779178338002,1800.0,119.0,214200.0,0.8977591036414566
5,2023,P12,2312,3403208,ARARAQUARA - JACAREI,3403208-2312,48000,39115.9,318.68,4.091450148529351,0.8223902222222221,1800.0,30.0,54000.0,0.8888888888888888
5,2023,P12,2313,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2313,37800,0.0,331.057,0.0,0.0,1800.0,24.0,43200.0,0.875
5,2023,P12,2314,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2314,132900,1405.56,327.95,0.05102258619563087,0.009296031746031745,1800.0,84.0,151200.0,0.878968253968254
5,2023,P12,2315,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2315,61800,42716.44,331.255,3.3935090552754317,0.6959835087719298,1800.0,38.0,68400.0,0.9035087719298246
5,2023,P12,2316,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2316,48900,40271.92,328.759,3.9515091405813596,0.8257599999999999,1800.0,31.0,55800.0,0.8763440860215054
5,2023,P12,2317,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2317,48000,0.0,331.827,0.0,0.0,1800.0,29.0,52200.0,0.9195402298850575
5,2023,P12,2318,3403208,ARARAQUARA - SAO JOSE DOS CAMPOS,3403208-2318,51900,49528.4,339.745,4.417609107008509,0.9624107744107744,1800.0,33.0,59400.0,0.8737373737373737
5,2023,P12,2319,3403208,ARARAQUARA - SAO PAULO,3403208-2319,57300,38136.94,264.497,4.005185103968833,0.6631719135802469,1800.0,36.0,64800.0,0.8842592592592593
5,2023,P12,2319,3424402,JACAREI - SAO PAULO,3424402-2319,90000,25533.87,83.083,5.298787211957133,0.28644310344827584,1800.0,58.0,104400.0,0.8620689655172413
5,2023,P12,2320,3403208,ARARAQUARA - SAO PAULO,3403208-2320,97200,0.0,266.947,0.0,0.0,1800.0,61.0,109800.0,0.8852459016393442
5,2023,P12,2320,3424402,JACAREI - SAO PAULO,3424402-2320,111000,0.0,95.171,0.0,0.0,1800.0,70.0,126000.0,0.8809523809523809
5,2023,P12,2321,3403208,ARARAQUARA - SAO PAULO,3403208-2321,84300,0.0,266.268,0.0,0.0,1800.0,53.0,95400.0,0.8836477987421384
5,2023,P12,2321,3424402,JACAREI - SAO PAULO,3424402-2321,65100,0.0,94.502,0.0,0.0,1800.0,41.0,73800.0,0.8821138211382114
5,2023,P12,2322,3403208,ARARAQUARA - SAO PAULO,3403208-2322,60000,38196.33,264.79,3.8986866695994684,0.6425090090090091,1800.0,37.0,66600.0,0.9009009009009009
5,2023,P12,2322,3424402,JACAREI - SAO PAULO,3424402-2322,89400,23197.57,89.134,4.647410880568262,0.2629784126984127,1800.0,56.0,100800.0,0.8869047619047619
5,2023,P12,2323,3403208,ARARAQUARA - SAO PAULO,3403208-2323,54600,0.0,274.717,0.0,0.0,1800.0,35.0,63000.0,0.8666666666666667
5,2023,P12,2323,3424402,JACAREI - SAO PAULO,3424402-2323,71400,498.79,102.94100000000002,0.11012265631416408,0.007557424242424243,1800.0,44.0,79200.0,0.9015151515151515
5,2023,P12,2324,3403208,ARARAQUARA - SAO PAULO,3403208-2324,120900,46594.0,275.424,2.2556252662561485,0.3823668148148148,1800.0,75.0,135000.0,0.8955555555555555
5,2023,P12,2324,3423909,ITU - SAO PAULO,3423909-2324,74100,498.79,100.89300000000001,0.10747287591374245,0.007228840579710146,1800.0,46.0,82800.0,0.894927536231884
5,2023,P12,2324,3424402,JACAREI - SAO PAULO,3424402-2324,69000,0.0,103.648,0.0,0.0,1800.0,43.0,77400.0,0.8914728682170543
5,2023,P12,2325,3403208,ARARAQUARA - SAO PAULO,3403208-2325,60300,0.0,285.412,0.0,0.0,1800.0,38.0,68400.0,0.881578947368421
5,2023,P12,2325,3423909,ITU - SAO PAULO,3423909-2325,63300,0.0,105.662,0.0,0.0,1800.0,39.0,70200.0,0.9017094017094017
5,2023,P12,2325,3424402,JACAREI - SAO PAULO,3424402-2325,63900,606.93,105.667,0.14359497288652084,0.008429583333333332,1800.0,40.0,72000.0,0.8875
5,2023,P12,2326,3403208,ARARAQUARA - COTIA,3403208-2326,56400,35243.74,270.955,3.7163514236681374,0.6246801587301587,1800.0,35.0,63000.0,0.8952380952380953
5,2023,P12,2326,3423909,ITU - COTIA,3423909-2326,63300,18316.89,91.205,5.020802039361877,0.292504,1800.0,40.0,72000.0,0.8791666666666667
5,2023,P12,2326,3424402,JACAREI - COTIA,3424402-2326,53700,15936.96,107.828,4.347053804643124,0.29463852941176466,1800.0,34.0,61200.0,0.8774509803921569
5,2023,P12,2327,3403208,ARARAQUARA - SAO PAULO,3403208-2327,92100,46479.0,277.216,2.8907497004700926,0.5085392720306514,1800.0,58.0,104400.0,0.882183908045977
5,2023,P12,2327,3423909,ITU - SAO PAULO,3423909-2327,67200,0.0,106.97700000000002,0.0,0.0,1800.0,42.0,75600.0,0.8888888888888888
5,2023,P12,2327,3424402,JACAREI - SAO PAULO,3424402-2327,75000,0.0,105.44000000000001,0.0,0.0,1800.0,47.0,84600.0,0.8865248226950354
5,2023,P12,2328,3403208,ARARAQUARA - SAO PAULO,3403208-2328,64500,47488.29,284.644,4.170849376765363,0.7368108333333334,1800.0,40.0,72000.0,0.8958333333333334
5,2023,P12,2328,3423909,ITU - SAO PAULO,3423909-2328,117000,38263.729999999996,108.678,4.890048532770611,0.3279224228395062,1800.0,72.0,129600.0,0.9027777777777778
5,2023,P12,2328,3424402,JACAREI - SAO PAULO,3424402-2328,77400,25730.24,120.638,4.265694059914786,0.3333320888888889,1800.0,50.0,90000.0,0.86
5,2023,P12,2329,3403208,ARARAQUARA - SAO BERNARDO DO CAMPO,3403208-2329,60600,0.0,291.699,0.0,0.0,1800.0,38.0,68400.0,0.8859649122807017
5,2023,P12,2329,3423909,ITU - SAO BERNARDO DO CAMPO,3423909-2329,117000,26906.24,115.733,3.1847323592837506,0.22690821917808218,1800.0,73.0,131400.0,0.8904109589041096
5,2023,P12,2329,3424402,JACAREI - SAO BERNARDO DO CAMPO,3424402-2329,50400,0.0,113.122,0.0,0.0,1800.0,32.0,57600.0,0.875
5,2023,P12,2330,3403208,ARARAQUARA - MAUA,3403208-2330,72600,0.0,303.713,0.0,0.0,1800.0,45.0,81000.0,0.8962962962962963
5,2023,P12,2330,3423909,ITU - MAUA,3423909-2330,125700,24362.05,161.745,1.9310270756992447,0.19511851851851852,1800.0,78.0,140400.0,0.8952991452991453
5,2023,P12,2330,3424402,JACAREI - MAUA,3424402-2330,60000,511.1,95.012,0.1453870407265768,0.007674174174174174,1800.0,37.0,66600.0,0.9009009009009009
5,2023,P12,2331,3403208,ARARAQUARA - OSASCO,3403208-2331,54000,36957.45,269.467,4.156066335665322,0.6791762626262626,1800.0,33.0,59400.0,0.9090909090909091
5,2023,P12,2331,3423909,ITU - OSASCO,3423909-2331,68700,19440.43,88.048,5.018035100688881,0.2829360606060606,1800.0,44.0,79200.0,0.8674242424242424
5,2023,P12,2331,3424402,JACAREI - OSASCO,3424402-2331,117000,35706.66,100.014,4.890638598267476,0.30590388127853885,1800.0,73.0,131400.0,0.8904109589041096
5,2023,P12,2332,3403208,ARARAQUARA - SAO PAULO,3403208-2332,43200,0.0,264.892,0.0,0.0,1800.0,27.0,48600.0,0.8888888888888888
5,2023,P12,2332,3423909,ITU - SAO PAULO,3423909-2332,60000,0.0,94.751,0.0,0.0,1800.0,37.0,66600.0,0.9009009009009009
5,2023,P12,2332,3424402,JACAREI - SAO PAULO,3424402-2332,60900,0.0,91.551,0.0,0.0,1800.0,37.0,66600.0,0.9144144144144144
5,2023,P12,2333,3403208,ARARAQUARA - SAO PAULO,3403208-2333,60300,0.0,285.391,0.0,0.0,1800.0,38.0,68400.0,0.881578947368421
5,2023,P12,2333,3423909,ITU - SAO PAULO,3423909-2333,66600,0.0,117.49600000000001,0.0,0.0,1800.0,41.0,73800.0,0.9024390243902439
5,2023,P12,2333,3424402,JACAREI - SAO PAULO,3424402-2333,50100,0.0,75.63,0.0,0.0,1800.0,32.0,57600.0,0.8697916666666666
5,2023,P12,2334,3403208,ARARAQUARA - SANTANA DE PARNAIBA,3403208-2334,66900,45673.78,257.469,4.326713639880301,0.6811456639566396,1800.0,41.0,73800.0,0.9065040650406504
5,2023,P12,2334,3423909,ITU - SANTANA DE PARNAIBA,3423909-2334,71700,20671.48,86.429,5.314954728415488,0.2904204197530864,1800.0,45.0,81000.0,0.8851851851851852
5,2023,P12,2334,3424402,JACAREI - SANTANA DE PARNAIBA,3424402-2334,53100,16261.38,107.497,4.584026446404001,0.303990303030303,1800.0,33.0,59400.0,0.8939393939393939
5,2023,P12,2335,3403208,ARARAQUARA - SANTANA DE PARNAIBA,3403208-2335,46500,33782.31,258.345,4.509114716287562,0.7305603448275862,1800.0,29.0,52200.0,0.8908045977011494
5,2023,P12,2335,3423909,ITU - SANTANA DE PARNAIBA,3423909-2335,76200,20035.739999999998,84.402,4.945513731902087,0.264431875,1800.0,48.0,86400.0,0.8819444444444444
5,2023,P12,2335,3424402,JACAREI - SANTANA DE PARNAIBA,3424402-2335,43500,12732.710000000001,108.166,4.3597974580908225,0.2907267901234568,1800.0,27.0,48600.0,0.8950617283950617
5,2023,P12,2337,3423909,ITU - SAO CARLOS,3423909-2337,49500,21844.29,167.068,4.217770704916753,0.445535376344086,1800.0,31.0,55800.0,0.8870967741935484
5,2023,P12,2337,3424402,JACAREI - SAO CARLOS,3424402-2337,54300,38618.91,281.319,4.037588268540864,0.7179602941176471,1800.0,34.0,61200.0,0.8872549019607843
5,2023,P12,2338,3423909,ITU - SAO CARLOS,3423909-2338,54000,27656.7,164.406,4.947704785355623,0.5176276470588236,1800.0,34.0,61200.0,0.8823529411764706
5,2023,P12,2338,3424402,JACAREI - SAO CARLOS,3424402-2338,62700,41541.770000000004,278.657,3.8225258642115207,0.6606605413105413,1800.0,39.0,70200.0,0.8931623931623932
5,2023,P12,2339,3403208,ARARAQUARA - TAUBATE,3403208-2339,50400,0.0,374.642,0.0,0.0,1800.0,32.0,57600.0,0.875
5,2023,P12,2339,3423909,ITU - TAUBATE,3423909-2339,45600,1074.21,230.919,0.16613896152825386,0.025576428571428573,1800.0,28.0,50400.0,0.9047619047619048
5,2023,P12,2340,3403208,ARARAQUARA - TAUBATE,3403208-2340,48900,45207.020000000004,377.221,3.865879597747568,0.933405376344086,1800.0,31.0,55800.0,0.8763440860215054
5,2023,P12,2340,3423909,ITU - TAUBATE,3423909-2340,116100,70335.29000000001,233.498,4.183671927715775,0.6091076543209877,1800.0,72.0,129600.0,0.8958333333333334
5,2023,P12,2341,3403208,ARARAQUARA - CACAPAVA,3403208-2341,52200,44339.43,359.068,3.631905049608824,0.8526016666666666,1800.0,34.0,61200.0,0.8529411764705882
5,2023,P12,2341,3423909,ITU - CACAPAVA,3423909-2341,42600,22083.66,215.345,3.798153350824646,0.5190518518518519,1800.0,27.0,48600.0,0.8765432098765432
5,2023,P12,2342,3403208,ARARAQUARA - CACAPAVA,3403208-2342,42600,36044.38,353.273,3.9242237807370155,0.8539375213675213,1800.0,26.0,46800.0,0.9102564102564102
5,2023,P12,2342,3423909,ITU - CACAPAVA,3423909-2342,49500,28981.530000000002,209.55,4.461408086452536,0.590711935483871,1800.0,31.0,55800.0,0.8870967741935484
5,2023,P12,2343,3403208,ARARAQUARA - PINDAMONHANGABA,3403208-2343,52800,54193.4,383.387,4.157479333967413,1.0315931372549019,1800.0,34.0,61200.0,0.8627450980392157
